Name,PlayerDOB,TotalRuns,Balls,StrikeRate,Fours,Sixes,Outs,NotOuts,FiftyPlusRuns,Centuries,HighestScore,BattingAverage,Nation,BattingStyle,TotalRunsConceded,DotBallsBowled,BowlingAverage,BowlingStrikeRate,EconomyRate,OversBowled,FoursConceded,SixesConceded,Wickets,BBIW,BBMW,Maidens,FourWickets,FiveWickets,BallsBowled,TeamCode,TeamName,Innings,Matches,Nationality,RightHandedBat
Dhawal Kulkarni,10-12-1988,9.0,17.0,52.94,0.0,0.0,2.0,2.0,0.0,0.0,7*,4.5,India,rhb,206.0,65.0,41.2,31.2,7.92,26,0.0,0.0,5.0,4/14,4/14,0.0,0.0,0.0,156.0,MI,Mumbai Indians,4.0,8.0,Indian,True
Morne Morkel,6-10-1984,8.0,8.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,8,8.0,South Africa,lhb,,,,,,,,,,,,,,,,RR,Rajasthan Royals,1.0,2.0,Overseas,False
Ravichandran Ashwin,17-9-1986,8.0,15.0,53.33,1.0,0.0,1.0,0.0,0.0,0.0,8,8.0,India,rhb,13.0,11.0,6.5,12.0,3.25,4,1.0,0.0,2.0,4/34,4/34,0.0,0.0,0.0,24.0,CSK,Chennai Super Kings,1.0,2.0,Indian,True
Zaheer Khan,8-10-1978,8.0,11.0,72.72,0.0,0.0,1.0,3.0,0.0,0.0,4*,8.0,India,rhb,142.0,51.0,23.66,21.0,6.76,21,0.0,0.0,6.0,4/17,4/17,0.0,0.0,0.0,126.0,MI,Mumbai Indians,4.0,6.0,Indian,True
Muttiah Muralitharan,17-4-1972,8.0,8.0,100.0,1.0,0.0,2.0,2.0,0.0,0.0,4,4.0,Sri Lanka,rhb,261.0,146.0,18.64,21.42,5.22,50,1.0,0.0,14.0,3/11,3/11,1.0,0.0,0.0,300.0,CSK,Chennai Super Kings,4.0,13.0,Overseas,True
RP Singh,6-12-1985,8.0,17.0,47.05,0.0,0.0,4.0,2.0,0.0,0.0,4,2.0,India,rhb,417.0,172.0,18.13,15.56,6.98,59,0.0,0.0,23.0,4/22,4/22,1.0,1.0,0.0,354.0,DEC,Deccan Chargers,6.0,16.0,Indian,True
Arindam Ghosh,19-10-1986,7.0,8.0,87.5,1.0,0.0,2.0,0.0,0.0,0.0,7,3.5,India,rhb,,,,,,,,,,,,,,,,KKR,Kolkata Knight Riders,2.0,2.0,Indian,True
Siddharth Chitnis,6-5-1987,6.0,8.0,75.0,1.0,0.0,1.0,0.0,0.0,0.0,6,6.0,India,rhb,,,,,,,,,,,,,,,,RR,Rajasthan Royals,1.0,1.0,Indian,True
Paul Valthaty,7-12-1983,6.0,12.0,50.0,1.0,0.0,2.0,0.0,0.0,0.0,5,3.0,India,rhb,,,,,,,,,,,,,,,,RR,Rajasthan Royals,2.0,2.0,Indian,True
Shoaib Shaikh,18-1-1987,6.0,7.0,85.71,1.0,0.0,1.0,0.0,0.0,0.0,6,6.0,India,rhb,,,,,,,,,,,,,,,,KKR,Kolkata Knight Riders,1.0,2.0,Indian,True
Shanthakumaran Sreesanth,6-2-1983,5.0,18.0,27.77,1.0,0.0,0.0,2.0,0.0,0.0,4*,0.0,India,rhb,192.0,62.0,32.0,23.0,8.34,23,1.0,0.0,6.0,3/29,3/29,0.0,0.0,0.0,138.0,PBKS,Punjab Kings,2.0,7.0,Indian,True
Lakshmipathy Balaji,27-9-1981,4.0,10.0,40.0,0.0,0.0,3.0,1.0,0.0,0.0,2*,1.33,India,rhb,316.0,70.0,24.3,17.23,8.46,37,0.0,0.0,13.0,5/24,5/24,0.0,1.0,0.0,222.0,CSK,Chennai Super Kings,4.0,13.0,Indian,True
Kamran Khan,10-3-1991,3.0,5.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,3,3.0,India,lhb,124.0,39.0,20.66,17.66,7.01,17,0.0,0.0,6.0,3/18,3/18,0.0,0.0,0.0,102.0,RR,Rajasthan Royals,1.0,5.0,Indian,False
Mashrafe Mortaza,5-10-1983,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,2*,0.0,Bangladesh,rhb,,,,,,,,,,,,,,,,KKR,Kolkata Knight Riders,1.0,1.0,Overseas,True
Mohammad Ashraful,7-7-1984,2.0,10.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2.0,Bangladesh,rhb,,,,,,,,,,,,,,,,MI,Mumbai Indians,1.0,1.0,Overseas,True
Thilan Thushara,1-3-1981,2.0,7.0,28.57,0.0,0.0,1.0,1.0,0.0,0.0,1*,2.0,Sri Lanka,lhb,60.0,19.0,20.0,16.0,7.5,8,0.0,0.0,3.0,2/16,2/16,0.0,0.0,0.0,48.0,CSK,Chennai Super Kings,2.0,2.0,Overseas,False
Ashok Dinda,25-3-1984,2.0,3.0,66.66,0.0,0.0,2.0,0.0,0.0,0.0,2,1.0,India,rhb,193.0,67.0,48.25,36.0,8.04,24,0.0,0.0,4.0,4/18,4/18,0.0,0.0,0.0,144.0,KKR,Kolkata Knight Riders,2.0,9.0,Indian,True
Taruwar Kohli,17-12-1988,1.0,4.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1.0,India,rhb,,,,,,,,,,,,,,,,PBKS,Punjab Kings,2.0,2.0,Indian,True
Pankaj Singh,6-5-1985,1.0,2.0,50.0,0.0,0.0,1.0,1.0,0.0,0.0,1*,1.0,India,rhb,65.0,12.0,32.5,21.0,9.28,7,0.0,0.0,2.0,2/18,2/18,0.0,0.0,0.0,42.0,RCB,Royal Challengers Bangalore,2.0,3.0,Indian,True
Amit Singh,21-6-1981,1.0,3.0,33.33,0.0,0.0,1.0,1.0,0.0,0.0,1*,1.0,India,rhb,95.0,56.0,10.55,11.66,5.42,17,0.0,0.0,9.0,4/19,4/19,0.0,1.0,0.0,102.0,RR,Rajasthan Royals,2.0,5.0,Indian,True
Shoaib Ahmed,19-11-1987,1.0,6.0,16.66,0.0,0.0,2.0,1.0,0.0,0.0,1*,0.5,India,rhb,152.0,35.0,30.4,20.4,8.94,17,0.0,0.0,5.0,2/20,2/20,0.0,0.0,0.0,102.0,DEC,Deccan Chargers,3.0,7.0,Indian,True
Pragyan Ojha,5-9-1986,1.0,7.0,14.28,0.0,0.0,3.0,1.0,0.0,0.0,1,0.33,India,lhb,348.0,108.0,19.33,17.83,6.5,53,0.0,0.0,18.0,3/11,3/11,0.0,0.0,0.0,318.0,DEC,Deccan Chargers,4.0,15.0,Indian,False
Luke Ronchi,23-4-1981,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0*,0.0,New Zealand,rhb,,,,,,,,,,,,,,,,MI,Mumbai Indians,1.0,1.0,Overseas,True
Tanmay Srivastava,7-11-1989,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0*,0.0,India,lhb,,,,,,,,,,,,,,,,PBKS,Punjab Kings,1.0,2.0,Indian,False
Chetanya Nanda,29-3-1979,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0*,0.0,India,rhb,57.0,13.0,28.5,24.0,7.12,8,0.0,0.0,2.0,1/4,1/4,0.0,0.0,0.0,48.0,MI,Mumbai Indians,1.0,3.0,Indian,True
Dale Steyn,27-6-1983,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0*,0.0,South Africa,rhb,62.0,27.0,31.0,27.0,6.88,9,0.0,0.0,2.0,3/11,3/11,0.0,0.0,0.0,54.0,RCB,Royal Challengers Bangalore,2.0,3.0,Overseas,True
Ajantha Mendis,11-3-1985,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0*,0.0,Sri Lanka,rhb,117.0,26.0,39.0,32.0,7.31,16,0.0,0.0,3.0,2/19,2/19,0.0,0.0,0.0,96.0,KKR,Kolkata Knight Riders,1.0,4.0,Overseas,True
KP Appanna,20-12-1988,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0*,0.0,India,rhb,87.0,18.0,43.5,36.0,7.25,12,0.0,0.0,2.0,4/19,4/19,0.0,0.0,0.0,72.0,RCB,Royal Challengers Bangalore,1.0,5.0,Indian,True
Lasith Malinga,28-8-1983,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0*,0.0,Sri Lanka,rhb,312.0,144.0,17.33,16.5,6.3,49,0.0,0.0,18.0,5/13,5/13,2.0,0.0,0.0,294.0,MI,Mumbai Indians,3.0,13.0,Overseas,True
Yusuf Abdulla,17-1-1983,,,,,,,,,,,,South Africa,lhb,241.0,75.0,17.21,12.0,8.6,28,0.0,0.0,14.0,4/31,4/31,1.0,2.0,0.0,168.0,PBKS,Punjab Kings,9.0,9.0,Overseas,False
Sudeep Tyagi,17-9-1987,,,,,,,,,,,,India,rhb,136.0,60.0,27.2,22.8,7.15,19,0.0,0.0,5.0,2/18,2/18,0.0,0.0,0.0,114.0,CSK,Chennai Super Kings,8.0,8.0,Indian,True
Charl Langeveldt,17-12-1974,,,,,,,,,,,,South Africa,rhb,15.0,16.0,5.0,8.0,3.75,4,0.0,0.0,3.0,3/15,3/15,0.0,0.0,0.0,24.0,KKR,Kolkata Knight Riders,1.0,1.0,Overseas,True
Harmeet Singh Bansal,9-10-1987,,,,,,,,,,,,India,rhb,192.0,47.0,64.0,45.66,8.4,23,0.0,0.0,3.0,3/24,3/24,0.0,0.0,0.0,138.0,DEC,Deccan Chargers,7.0,7.0,Indian,True
Anureet Singh,2-3-1988,,,,,,,,,,,,India,rhb,47.0,16.0,23.5,15.0,9.4,5,0.0,0.0,2.0,3/23,3/23,0.0,0.0,0.0,30.0,KKR,Kolkata Knight Riders,2.0,3.0,Indian,True
Vikramjeet Malik,9-5-1983,,,,,,,,,,,,India,rhb,98.0,30.0,49.0,36.0,8.16,12,0.0,0.0,2.0,2/14,2/14,0.0,0.0,0.0,72.0,PBKS,Punjab Kings,5.0,5.0,Indian,True
Vikram Singh,17-9-1984,,,,,,,,,,,,India,rhb,82.0,16.0,82.0,54.0,9.11,9,0.0,0.0,1.0,3/29,3/29,0.0,0.0,0.0,54.0,PBKS,Punjab Kings,4.0,5.0,Indian,True
