StrikerName,PlayerId,Matches,PlayerDOB,RightHandedBat,Nationality,TCompetitionID,TStrikerID,TTeamID,TeamCode,TeamName,CompetitionID,TeamID,StrikerID,Innings,Extras,TotalRuns,Balls,Dotballs,StrikeRate,DBPercent,DBFreq,BdryFreq,BdryPercent,RPSS,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,Outs,NotOuts,BattingAveragesss,FiftyPlusRuns,Centuries,DoubleCenturies,HighestScore,BattingAverage,Catches,Stumpings,ClientPlayerID
Jason Holder,263,12,0000-00-00,true,,60,2019-100mb00000000263-296c7a0b7adb11,77,LSG,Lucknow Super Giants,60,77,2019-100mb00000000263-296c7a0b7adb11,8,2,58,44,22,131.81,50.00,2.00,5.50,75.86,2.63,22,14,0,0,2,6,6,2,29.00,0,0,0,16,9.67,4,0,1075
Umesh Yadav,21,12,0000-00-00,true,,60,2018-100mb00000000021-a294dad8e99c11,16,KKR,Kolkata Knight Riders,60,16,2018-100mb00000000021-a294dad8e99c11,7,2,55,40,19,137.50,47.50,2.10,5.00,72.72,2.61,21,11,2,0,4,4,4,3,18.33,0,0,0,21,13.75,3,0,59
Odean Smith,863,6,0000-00-00,true,,60,2022-100mb00000000863-0167ea67833411,15,PBKS,Punjab Kings,60,15,2022-100mb00000000863-0167ea67833411,6,7,51,44,23,115.90,52.27,1.91,7.33,66.66,2.42,21,13,2,0,1,5,3,3,17.00,0,0,0,25*,17.00,2,0,20600
Kagiso Rabada,116,13,0000-00-00,false,,60,2019-100mb00000000116-dbd48930449611,15,PBKS,Punjab Kings,60,15,2019-100mb00000000116-dbd48930449611,8,6,48,43,22,111.62,51.16,1.95,6.14,66.66,2.28,21,12,2,0,5,2,5,3,16.00,0,0,0,25,9.60,2,0,1664
Kuldeep Yadav,14,14,0000-00-00,false,,60,2018-100mb00000000014-227bc550e99c11,14,DC,Delhi Capitals,60,14,2018-100mb00000000014-227bc550e99c11,7,4,48,52,25,92.30,48.07,2.08,10.40,50.00,1.77,27,20,2,0,3,2,1,6,8.00,0,0,0,16*,48.00,4,0,261
Priyam Garg,528,2,0000-00-00,true,,60,2020-100mb00000000528-43b9bc19639611,20,SRH,Sunrisers Hyderabad,60,20,2020-100mb00000000528-43b9bc19639611,2,4,46,33,12,139.39,36.36,2.75,5.50,60.86,2.19,21,12,3,0,4,2,2,0,NA,0,0,0,42,23.00,3,0,3775
Ramandeep Singh,991,5,0000-00-00,true,,60,2022-100mb00000000991-d9fbad51a44b11,17,MI,Mumbai Indians,60,17,2022-100mb00000000991-d9fbad51a44b11,4,5,45,40,15,112.50,37.50,2.66,10.00,40.00,1.80,25,16,4,1,3,1,2,2,22.50,0,0,0,14*,22.50,0,0,20595
Dwaine Pretorius,289,6,0000-00-00,true,,60,2019-100mb00000000289-12c7b9ef7ae411,13,CSK,Chennai Super Kings,60,13,2019-100mb00000000289-12c7b9ef7ae411,5,0,44,28,10,157.14,35.71,2.80,4.66,68.18,2.44,18,10,2,0,3,3,4,1,44.00,0,0,0,22,11.00,2,0,20573
Dushmantha Chameera,608,12,0000-00-00,true,,60,2021-100mb00000000608-14fdf8c4e64711,77,LSG,Lucknow Super Giants,60,77,2021-100mb00000000608-14fdf8c4e64711,8,5,43,28,12,153.57,42.85,2.33,4.66,69.76,2.68,16,7,3,0,3,3,4,4,10.75,0,0,0,17,10.75,2,0,817
Harshal Patel,114,15,0000-00-00,true,,60,2019-100mb00000000114-8c98068c449611,19,RCB,Royal Challengers Bangalore,60,19,2019-100mb00000000114-8c98068c449611,8,3,43,39,19,110.25,48.71,2.05,6.50,65.11,2.15,20,13,1,0,4,2,5,3,14.33,0,0,0,11,8.60,2,0,157
Hrithik Shokeen,992,5,0000-00-00,true,,60,2022-100mb00000000992-02c884cea44c11,17,MI,Mumbai Indians,60,17,2022-100mb00000000992-02c884cea44c11,3,1,43,48,25,89.58,52.08,1.92,9.60,46.51,1.86,23,13,5,0,5,0,2,1,43.00,0,0,0,25,21.50,2,0,20598
Trent Boult,66,16,0000-00-00,true,,60,2019-100mb00000000066-573f78a31e3711,18,RR,Rajasthan Royals,60,18,2019-100mb00000000066-573f78a31e3711,8,1,40,29,6,137.93,20.68,4.83,9.66,35.00,1.73,23,14,6,0,2,1,2,6,6.66,0,0,0,17*,20.00,2,0,969
Jagadeesan Narayan,97,2,0000-00-00,true,,60,2019-100mb00000000097-0f822c6643f611,13,CSK,Chennai Super Kings,60,13,2019-100mb00000000097-0f822c6643f611,2,3,40,37,12,108.10,32.43,3.08,9.25,45.00,1.60,25,20,1,0,3,1,1,1,40.00,0,0,0,39*,40.00,0,0,4942
Daniel Sams,546,11,0000-00-00,true,,60,2020-100mb00000000546-b254fce3f9ac11,17,MI,Mumbai Indians,60,17,2020-100mb00000000546-b254fce3f9ac11,10,4,38,36,18,105.55,50.00,2.00,9.00,57.89,2.11,18,12,2,0,1,3,7,3,12.66,0,0,0,15,5.43,7,0,4649
Wanindu Hasaranga,377,16,0000-00-00,true,,60,2020-100mb00000000377-c8cec37e2dec11,19,RCB,Royal Challengers Bangalore,60,19,2020-100mb00000000377-c8cec37e2dec11,7,6,38,43,24,88.37,55.81,1.79,8.60,57.89,2.00,19,12,2,0,4,1,7,0,NA,0,0,0,18,5.43,1,0,3082
Rishi Dhawan,996,6,0000-00-00,true,,60,2022-100mb00000000996-0dad4bfba44d11,15,PBKS,Punjab Kings,60,15,2022-100mb00000000996-0dad4bfba44d11,4,1,37,40,25,92.50,62.50,1.60,6.66,75.67,2.46,15,9,0,0,4,2,2,2,18.50,0,0,0,21*,18.50,2,0,1088
Daryl Mitchell,83,2,0000-00-00,true,,60,2019-100mb00000000083-a7fea83029c211,18,RR,Rajasthan Royals,60,18,2019-100mb00000000083-a7fea83029c211,2,2,33,44,16,75.00,36.36,2.75,44.00,12.12,1.17,28,25,2,0,1,0,2,0,NA,0,0,0,17,16.50,2,0,20617
Sherfane Rutherford,122,3,0000-00-00,false,,60,2019-100mb00000000122-ba35f672449711,19,RCB,Royal Challengers Bangalore,60,19,2019-100mb00000000122-ba35f672449711,2,7,33,50,26,66.00,52.00,1.92,25.00,30.30,1.37,24,21,1,0,1,1,2,0,NA,0,0,0,28,16.50,0,0,5396
James Neesham,80,2,0000-00-00,false,,60,2019-100mb00000000080-219261d824fa11,18,RR,Rajasthan Royals,60,18,2019-100mb00000000080-219261d824fa11,2,0,31,27,7,114.81,25.92,3.85,9.00,38.70,1.55,20,15,2,0,3,0,2,0,NA,0,0,0,17,15.50,1,0,20615
Mohammed Siraj,63,15,0000-00-00,true,,60,2019-100mb00000000063-d9aa7a01187311,19,RCB,Royal Challengers Bangalore,60,19,2019-100mb00000000063-d9aa7a01187311,5,0,30,33,19,90.90,57.57,1.73,6.60,66.66,2.14,14,8,1,0,5,0,2,3,10.00,0,0,0,14*,15.00,5,0,3840
Tim Seifert,82,2,0000-00-00,true,,60,2019-100mb00000000082-8b20fba829c211,14,DC,Delhi Capitals,60,14,2019-100mb00000000082-8b20fba829c211,2,2,24,19,10,126.31,52.63,1.90,4.75,66.66,2.66,9,3,1,1,4,0,2,0,NA,0,0,0,21,12.00,1,0,1619
Bhuvneshwar Kumar,15,14,0000-00-00,true,,60,2018-100mb00000000015-3501d442e99c11,20,SRH,Sunrisers Hyderabad,60,20,2018-100mb00000000015-3501d442e99c11,6,3,24,26,11,92.30,42.30,2.36,8.66,50.00,1.60,15,12,0,0,3,0,3,3,8.00,0,0,0,8,8.00,2,0,116
Mohsin Khan,541,9,0000-00-00,false,,60,2020-100mb00000000541-c84d8371639b11,77,LSG,Lucknow Super Giants,60,77,2020-100mb00000000541-c84d8371639b11,3,3,23,16,5,143.75,31.25,3.20,5.33,60.86,2.09,11,7,1,0,2,1,1,2,11.50,0,0,0,13*,23.00,1,0,4952
Dwayne Bravo,93,10,0000-00-00,true,,60,2019-100mb00000000093-b986cb2243ed11,13,CSK,Chennai Super Kings,60,13,2019-100mb00000000093-b986cb2243ed11,6,6,23,24,9,95.83,37.50,2.66,12.00,43.47,1.53,15,13,0,0,1,1,2,4,5.75,0,0,0,12,11.50,3,0,25
Sheldon Jackson,582,5,0000-00-00,true,,60,2021-100mb00000000582-7947120491dd11,16,KKR,Kolkata Knight Riders,60,16,2021-100mb00000000582-7947120491dd11,5,0,23,26,10,88.46,38.46,2.60,26.00,26.08,1.43,16,13,2,0,0,1,4,1,23.00,0,0,0,8,5.75,5,2,1116
Avesh Khan,109,13,0000-00-00,true,,60,2019-100mb00000000109-5cc123ab449411,77,LSG,Lucknow Super Giants,60,77,2019-100mb00000000109-5cc123ab449411,4,0,22,13,6,169.23,46.15,2.16,4.33,81.81,3.14,7,4,0,0,0,3,1,3,7.33,0,0,0,12,22.00,2,0,1561
Rassie van der Dussen,291,3,0000-00-00,true,,60,2019-100mb00000000291-6d143f1b7ae411,18,RR,Rajasthan Royals,60,18,2019-100mb00000000291-6d143f1b7ae411,3,3,22,24,11,91.66,45.83,2.18,12.00,36.36,1.69,13,8,3,0,2,0,2,1,22.00,0,0,0,12*,11.00,0,0,20619
Harpreet Brar,130,5,0000-00-00,false,,60,2019-100mb00000000130-89338eb7449a11,15,PBKS,Punjab Kings,60,15,2019-100mb00000000130-89338eb7449a11,3,0,22,25,16,88.00,64.00,1.56,8.33,72.72,2.44,9,6,0,0,1,2,3,0,NA,0,0,0,14,7.33,3,0,5441
Mitchell Santner,75,6,0000-00-00,false,,60,2019-100mb00000000075-0984e17e1e4011,13,CSK,Chennai Super Kings,60,13,2019-100mb00000000075-0984e17e1e4011,4,7,22,27,16,81.48,59.25,1.68,9.00,54.54,2.00,11,6,2,0,3,0,2,2,11.00,0,0,0,11,11.00,1,0,1903
Arshdeep Singh,125,14,0000-00-00,false,,60,2019-100mb00000000125-2485f88b449911,15,PBKS,Punjab Kings,60,15,2019-100mb00000000125-2485f88b449911,6,1,21,29,20,72.41,68.96,1.45,9.66,57.14,2.33,9,4,1,1,3,0,3,3,7.00,0,0,0,10*,7.00,4,0,4698
B Indrajith,981,3,0000-00-00,true,,60,2022-100mb00000000981-10e73f3ea44811,16,KKR,Kolkata Knight Riders,60,16,2022-100mb00000000981-10e73f3ea44811,3,1,21,30,17,70.00,56.66,1.76,15.00,38.09,1.61,13,9,2,0,2,0,3,0,NA,0,0,0,15,7.00,1,0,20578
Manan Vohra,185,2,0000-00-00,true,,60,2019-100mb00000000185-2576dea644b711,77,LSG,Lucknow Super Giants,60,77,2019-100mb00000000185-2576dea644b711,1,6,19,11,5,172.72,45.45,2.20,3.66,84.21,3.16,6,3,0,0,1,2,1,0,NA,0,0,0,19,19.00,0,0,1085
Vijay Shankar,61,4,0000-00-00,true,,60,2019-100mb00000000061-6d68257c17f311,35,GT,Gujarat Titans,60,35,2019-100mb00000000061-6d68257c17f311,4,3,19,35,21,54.28,60.00,1.66,35.00,21.05,1.35,14,11,2,0,1,0,4,0,NA,0,0,0,13,4.75,3,0,1083
Mandeep Singh,132,3,0000-00-00,true,,60,2019-100mb00000000132-01daf48a449b11,14,DC,Delhi Capitals,60,14,2019-100mb00000000132-01daf48a449b11,3,2,18,23,17,78.26,73.91,1.35,5.75,88.88,3.00,6,2,0,0,4,0,3,0,NA,0,0,0,18,6.00,1,0,72
Josh Hazlewood,36,12,0000-00-00,false,,60,2018-100mb00000000036-2af54408f88a11,19,RCB,Royal Challengers Bangalore,60,19,2018-100mb00000000036-2af54408f88a11,5,1,18,26,12,69.23,46.15,2.16,26.00,22.22,1.28,14,12,1,0,1,0,0,5,3.60,0,0,0,7*,-,0,0,857
David Willey,90,4,0000-00-00,false,,60,2019-100mb00000000090-489459ab43eb11,19,RCB,Royal Challengers Bangalore,60,19,2019-100mb00000000090-489459ab43eb11,2,7,18,30,22,60.00,73.33,1.36,10.00,66.66,2.25,8,4,1,0,3,0,2,0,NA,0,0,0,18,9.00,1,0,2758
Karun Nair,131,3,0000-00-00,true,,60,2019-100mb00000000131-ce55104a449a11,18,RR,Rajasthan Royals,60,18,2019-100mb00000000131-ce55104a449a11,2,1,16,18,5,88.88,27.77,3.60,18.00,25.00,1.23,13,12,0,0,1,0,2,0,NA,0,0,0,13,8.00,1,0,276
Simran Singh,137,1,0000-00-00,true,,60,2019-100mb00000000137-d774e3d1449c11,15,PBKS,Punjab Kings,60,15,2019-100mb00000000137-d774e3d1449c11,1,0,14,11,5,127.27,45.45,2.20,5.50,57.14,2.33,6,2,2,0,2,0,1,0,NA,0,0,0,14,14.00,0,0,5436
Anmolpreet Singh,159,2,0000-00-00,true,,60,2019-100mb00000000159-555d54fd44ac11,17,MI,Mumbai Indians,60,17,2019-100mb00000000159-555d54fd44ac11,2,0,13,13,5,100.00,38.46,2.60,13.00,30.76,1.62,8,5,2,0,1,0,2,0,NA,0,0,0,8,6.50,0,0,2965
Murugan Ashwin,135,8,0000-00-00,true,,60,2019-100mb00000000135-c92ea856449b11,17,MI,Mumbai Indians,60,17,2019-100mb00000000135-c92ea856449b11,5,0,12,14,10,85.71,71.42,1.40,7.00,83.33,3.00,4,2,0,0,1,1,3,2,6.00,0,0,0,6,4.00,0,0,3187
Varun Chakaravarthy,140,11,0000-00-00,true,,60,2019-100mb00000000140-a41b85f2449d11,16,KKR,Kolkata Knight Riders,60,16,2019-100mb00000000140-a41b85f2449d11,4,0,12,18,12,66.66,66.66,1.50,9.00,66.66,2.00,6,4,0,0,2,0,0,4,3.00,0,0,0,10*,-,2,0,5432
Chris Jordan,519,4,0000-00-00,true,,60,2020-100mb00000000519-a0440d96638711,13,CSK,Chennai Super Kings,60,13,2020-100mb00000000519-a0440d96638711,2,1,11,8,2,137.50,25.00,4.00,0.00,0.00,1.83,6,1,5,0,0,0,1,1,11.00,0,0,0,6*,11.00,4,0,1299
Rajangad Bawa,781,2,2002-11-12,false,,60,2021b664a3f85d9311ec9c9202ea608,15,PBKS,Punjab Kings,60,15,2021b664a3f85d9311ec9c9202ea608,2,0,11,14,7,78.57,50.00,2.00,14.00,36.36,1.57,7,5,1,0,1,0,2,0,NA,0,0,0,11,5.50,0,0,20601
Shreyas Gopal,192,1,0000-00-00,true,,60,2019-100mb00000000192-f5e65e7b44b711,20,SRH,Sunrisers Hyderabad,60,20,2019-100mb00000000192-f5e65e7b44b711,1,0,9,7,4,128.57,57.14,1.75,3.50,88.88,3.00,3,1,0,0,2,0,0,1,9.00,0,0,0,9*,-,0,0,1748
Marco Jansen,586,8,0000-00-00,true,,60,2021-100mb00000000586-8238f85f91de11,20,SRH,Sunrisers Hyderabad,60,20,2021-100mb00000000586-8238f85f91de11,3,0,9,7,3,128.57,42.85,2.33,7.00,66.66,2.25,4,3,0,0,0,1,1,2,4.50,0,0,0,8*,9.00,3,0,17068
Obed McCoy,645,7,0000-00-00,false,,60,2021-100mb00000000645-1b97133f2fe811,18,RR,Rajasthan Royals,60,18,2021-100mb00000000645-1b97133f2fe811,1,0,8,5,2,160.00,40.00,2.50,5.00,75.00,2.66,3,2,0,0,0,1,1,0,NA,0,0,0,8,8.00,1,0,20618
Srikar Bharat,365,2,0000-00-00,true,,60,2019-100mb00000000365-be4b6e2a0e0811,14,DC,Delhi Capitals,60,14,2019-100mb00000000365-be4b6e2a0e0811,2,0,8,7,5,114.28,71.42,1.40,3.50,100.00,4.00,2,0,0,0,2,0,2,0,NA,0,0,0,8,4.00,0,0,2734
Fabian Allen,264,1,0000-00-00,true,,60,2019-100mb00000000264-45c467977adb11,17,MI,Mumbai Indians,60,17,2019-100mb00000000264-45c467977adb11,1,0,8,7,3,114.28,42.85,2.33,7.00,50.00,2.00,4,2,1,0,1,0,1,0,NA,0,0,0,8,8.00,0,0,1707
Sean Abbott,551,1,0000-00-00,true,,60,2020-100mb00000000551-9bf1053c2ff311,20,SRH,Sunrisers Hyderabad,60,20,2020-100mb00000000551-9bf1053c2ff311,1,0,7,5,3,140.00,60.00,1.66,5.00,85.71,3.50,2,1,0,0,0,1,1,0,NA,0,0,0,7,7.00,0,0,942
Rasikh Salam,172,2,0000-00-00,true,,60,2019-100mb00000000172-1befbbeb44af11,16,KKR,Kolkata Knight Riders,60,16,2019-100mb00000000172-1befbbeb44af11,1,0,7,6,4,116.66,66.66,1.50,6.00,57.14,3.50,2,0,0,1,1,0,1,0,NA,0,0,0,7,7.00,0,0,20577
Kartik Tyagi,536,2,0000-00-00,true,,60,2020-100mb00000000536-d64753d7639911,20,SRH,Sunrisers Hyderabad,60,20,2020-100mb00000000536-d64753d7639911,2,0,7,6,3,116.66,50.00,2.00,6.00,57.14,2.33,3,1,1,0,1,0,2,0,NA,0,0,0,7,3.50,0,0,10059
Maheesh Theekshana,629,9,0000-00-00,true,,60,2021-100mb00000000629-11c540100bd311,13,CSK,Chennai Super Kings,60,13,2021-100mb00000000629-11c540100bd311,2,4,7,7,5,100.00,71.42,1.40,7.00,85.71,3.50,2,1,0,0,0,1,1,1,7.00,0,0,0,7*,7.00,0,0,20570
Simarjeet Singh,622,6,0000-00-00,true,,60,2021-100mb00000000622-e0d6c0e8ef8711,13,CSK,Chennai Super Kings,60,13,2021-100mb00000000622-e0d6c0e8ef8711,3,0,7,8,3,87.50,37.50,2.66,0.00,0.00,1.40,5,3,2,0,0,0,1,2,3.50,0,0,0,3*,7.00,1,0,10789
Ripal Patel,580,2,0000-00-00,true,,60,2021-100mb00000000580-b8f81c4491dc11,14,DC,Delhi Capitals,60,14,2021-100mb00000000580-b8f81c4491dc11,1,0,6,3,2,200.00,66.66,1.50,3.00,100.00,6.00,1,0,0,0,0,1,1,0,NA,0,0,0,6,6.00,1,0,17191
Mukesh Choudhary,970,13,0000-00-00,false,,60,2022-100mb00000000970-8f107726a44511,13,CSK,Chennai Super Kings,60,13,2022-100mb00000000970-8f107726a44511,2,0,6,6,3,100.00,50.00,2.00,6.00,66.66,2.00,3,2,0,0,1,0,1,1,6.00,0,0,0,4,6.00,3,0,20575
Prasidh Krishna,150,17,0000-00-00,true,,60,2019-100mb00000000150-3a51ee2844a911,18,RR,Rajasthan Royals,60,18,2019-100mb00000000150-3a51ee2844a911,3,0,6,12,6,50.00,50.00,2.00,0.00,0.00,1.00,6,6,0,0,0,0,1,2,3.00,0,0,0,4*,6.00,2,0,5105
Aman Khan,979,1,0000-00-00,true,,60,2022-100mb00000000979-7a91699fa44711,16,KKR,Kolkata Knight Riders,60,16,2022-100mb00000000979-7a91699fa44711,1,0,5,3,1,166.66,33.33,3.00,3.00,80.00,2.50,2,1,0,0,1,0,1,0,NA,0,0,0,5,5.00,0,0,20581
Lockie Ferguson,69,13,0000-00-00,true,,60,2019-100mb00000000069-7aeb5c411e3711,35,GT,Gujarat Titans,60,35,2019-100mb00000000069-7aeb5c411e3711,3,0,5,4,2,125.00,50.00,2.00,4.00,80.00,2.50,2,1,0,0,1,0,2,1,5.00,0,0,0,5,2.50,2,0,3729
Alzarri Joseph,229,9,0000-00-00,true,,60,2019-100mb00000000229-75a4b0a0516011,35,GT,Gujarat Titans,60,35,2019-100mb00000000229-75a4b0a0516011,3,0,5,7,2,71.42,28.57,3.50,0.00,0.00,1.00,5,5,0,0,0,0,1,2,2.50,0,0,0,4*,5.00,1,0,3098
Yuzvendra Chahal,10,17,0000-00-00,true,,60,2018-100mb00000000010-b76159ade99b11,18,RR,Rajasthan Royals,60,18,2018-100mb00000000010-b76159ade99b11,2,0,5,8,4,62.50,50.00,2.00,0.00,0.00,1.25,4,3,1,0,0,0,1,1,5.00,0,0,0,5,5.00,0,0,111
Vaibhav Arora,583,5,0000-00-00,true,,60,2021-100mb00000000583-8f4c0c4491dd11,15,PBKS,Punjab Kings,60,15,2021-100mb00000000583-8f4c0c4491dd11,4,1,5,13,8,38.46,61.53,1.62,0.00,0.00,1.00,5,5,0,0,0,0,2,2,2.50,0,0,0,2*,2.50,1,0,14859
Prerak Mankad,998,1,0000-00-00,true,,60,2022-100mb00000000998-77ac17e3a44d11,15,PBKS,Punjab Kings,60,15,2022-100mb00000000998-77ac17e3a44d11,1,0,4,1,0,400.00,0.00,0.00,1.00,100.00,4.00,1,0,0,0,1,0,0,1,4.00,0,0,0,4*,-,1,0,20602
Karan Sharma,986,1,0000-00-00,true,,60,2022-100mb00000000986-6bb0717aa44911,77,LSG,Lucknow Super Giants,60,77,2022-100mb00000000986-6bb0717aa44911,1,0,4,4,3,100.00,75.00,1.33,4.00,100.00,4.00,1,0,0,0,1,0,1,0,NA,0,0,0,4,4.00,0,0,20588
Abdul Samad,525,2,0000-00-00,true,,60,2020-100mb00000000525-4d2e1ac6639511,20,SRH,Sunrisers Hyderabad,60,20,2020-100mb00000000525-4d2e1ac6639511,2,0,4,7,3,57.14,42.85,2.33,0.00,0.00,1.00,4,4,0,0,0,0,2,0,NA,0,0,0,4,2.00,1,0,19352
Abhijeet Tomar,984,1,0000-00-00,true,,60,2022-100mb00000000984-b036400fa44811,16,KKR,Kolkata Knight Riders,60,16,2022-100mb00000000984-b036400fa44811,1,0,4,8,7,50.00,87.50,1.14,8.00,100.00,4.00,1,0,0,0,1,0,1,0,NA,0,0,0,4,4.00,0,0,20580
Umran Malik,637,14,0000-00-00,true,,60,2021-100mb00000000637-4e1434ea244f11,20,SRH,Sunrisers Hyderabad,60,20,2021-100mb00000000637-4e1434ea244f11,4,1,4,8,5,50.00,62.50,1.60,0.00,0.00,1.33,3,2,1,0,0,0,1,3,1.33,0,0,0,3*,4.00,3,0,15154
Mustafizur Rahman,258,8,0000-00-00,false,,60,2019-100mb00000000258-e46e7f697acb11,14,DC,Delhi Capitals,60,14,2019-100mb00000000258-e46e7f697acb11,1,0,3,5,2,60.00,40.00,2.50,0.00,0.00,1.00,3,3,0,0,0,0,0,1,3.00,0,0,0,3*,-,1,0,1594
Kumar Kartikeya Singh,1015,4,0000-00-00,true,,60,2022-100mb00000001015-396b0615c6d411,17,MI,Mumbai Indians,60,17,2022-100mb00000001015-396b0615c6d411,1,1,3,5,2,60.00,40.00,2.50,0.00,0.00,1.00,3,3,0,0,0,0,1,0,NA,0,0,0,3,3.00,0,0,20629
Shivam Mavi,154,6,0000-00-00,true,,60,2019-100mb00000000154-6c74287644aa11,16,KKR,Kolkata Knight Riders,60,16,2019-100mb00000000154-6c74287644aa11,3,1,3,7,4,42.85,57.14,1.75,0.00,0.00,1.00,3,3,0,0,0,0,2,1,3.00,0,0,0,2,1.50,4,0,3779
Harshit Rana,1013,2,0000-00-00,true,,60,2022-100mb00000001013-30676520bcc011,16,KKR,Kolkata Knight Riders,60,16,2022-100mb00000001013-30676520bcc011,2,0,2,2,1,100.00,50.00,2.00,0.00,0.00,2.00,1,0,1,0,0,0,1,1,2.00,0,0,0,2,2.00,0,0,20626
Navdeep Saini,207,2,0000-00-00,true,,60,2019-100mb00000000207-672d82e544bb11,18,RR,Rajasthan Royals,60,18,2019-100mb00000000207-672d82e544bb11,1,0,2,2,1,100.00,50.00,2.00,0.00,0.00,2.00,1,0,1,0,0,0,1,0,NA,0,0,0,2,2.00,2,0,3824
Tristan Stubbs,1017,2,0000-00-00,true,,60,2022-100mb00000001017-3e376712cc7911,17,MI,Mumbai Indians,60,17,2022-100mb00000001017-3e376712cc7911,2,0,2,4,2,50.00,50.00,2.00,0.00,0.00,1.00,2,2,0,0,0,0,2,0,NA,0,0,0,2,1.00,0,0,20631
Pradeep Sangwan,977,3,0000-00-00,true,,60,2022-100mb00000000977-9892be9fa44611,35,GT,Gujarat Titans,60,35,2022-100mb00000000977-9892be9fa44611,1,1,2,5,3,40.00,60.00,1.66,0.00,0.00,1.00,2,2,0,0,0,0,1,0,NA,0,0,0,2,2.00,1,0,91
Fazalhaq Farooqi,1011,3,0000-00-00,true,,60,2022-100mb00000001011-d957ea18a45111,20,SRH,Sunrisers Hyderabad,60,20,2022-100mb00000001011-d957ea18a45111,1,0,2,8,6,25.00,75.00,1.33,0.00,0.00,1.00,2,2,0,0,0,0,0,1,2.00,0,0,0,2*,-,0,0,20610
Jagadeesha Suchith,231,5,0000-00-00,false,,60,2019-100mb00000000231-e65f77ea61e111,20,SRH,Sunrisers Hyderabad,60,20,2019-100mb00000000231-e65f77ea61e111,2,1,2,8,6,25.00,75.00,1.33,0.00,0.00,1.00,2,2,0,0,0,0,2,0,NA,0,0,0,2,1.00,3,0,2741
Tim Southee,77,9,0000-00-00,true,,60,2019-100mb00000000077-20befda21e4011,16,KKR,Kolkata Knight Riders,60,16,2019-100mb00000000077-20befda21e4011,5,0,2,12,10,16.66,83.33,1.20,0.00,0.00,1.00,2,2,0,0,0,0,4,1,2.00,0,0,0,1*,0.50,3,0,307
Nathan Coulter-Nile,5,1,0000-00-00,true,,60,2018-100mb00000000005-2a85f916e99b11,18,RR,Rajasthan Royals,60,18,2018-100mb00000000005-2a85f916e99b11,1,1,1,2,1,50.00,50.00,2.00,0.00,0.00,1.00,1,1,0,0,0,0,0,1,1.00,0,0,0,1*,-,0,0,
Anrich Nortje,142,6,0000-00-00,true,,60,2019-100mb00000000142-040303a144a811,14,DC,Delhi Capitals,60,14,2019-100mb00000000142-040303a144a811,1,1,1,6,5,16.66,83.33,1.20,0.00,0.00,1.00,1,1,0,0,0,0,0,1,1.00,0,0,0,1*,-,2,0,5433
